Equipamento;Denominação do objeto técnico;Centro planejamento;Código ABC;Campo de ordenação;Centro custo;Ctg.equipamento;Local de instalação;Denominação do loc.instalação;Status do sistema;Empresa;Centro de trabalho;Tipo objeto técnico
330000236;TRUA 315/REF TR-1;1000;;;;S;2000-00301879-00000479837953;PF - NORIO TOMITA - UBIRATÃ/PR;MONT;1010;;AT-TR
330000237;SILO PLANO 6022/REF SA-1;1000;;;;S;2000-00100021-88944558000176;PJ - PiLECCO - ALEGRETE/RS;MONT;1010;;AT-SL
330000238;CORREIA TRANSPORTADORA/CT-16/REF CT-2;1000;;;;S;2000-00300490-00030365449091;PF - PAULO SILVEIRA - JARI/RS;MONT;1010;;AT-CT
330000239;MAQUINA DE LIMPEZA ML 80/REF ML-1;1000;;;;S;2000-00100542-06315338001000;PJ - NOBLE - SORRISO/MT;MONT;1010;;AT-ML
330000240;SILO PLANO 6022/REF SA-1;1000;;;;S;2000-00101777-97506455000468;PJ - COAGRISOL - SOLEDADE/RS;MONT;1010;;AT-SL
330000241;CORREIA TRANSPORTADORA/CT-24/REF CT-10;1000;;;;S;2000-00300236-00016458729049;PF - DUILIO CEOLIN - TUPANCIRETÃ/RS;MONT;1010;;AT-CT
330000242;SECADOR ADS 100R/REF SC-1;1000;;;;S;2000-00300345-00022481826949;PF - HILARIO PICCINI - ITANHAGUA/MT;MONT;1010;;AT-SC
330000243;SILO PLANO 5422/REF SA-4;1000;;;;S;2000-00300944-00058421394991;PF - VALDIR FUCHS - GUARAPUAVA/PR;MONT;1010;;AT-SL
330000244;ELEVADOR AGRICOLA EA-3/REF - EL-2;1000;;;;S;2000-00103279-09621342000101;PJ - MOACIR WEBER - ROSARIO DO SUL/PR;MONT;1010;;AT-EA
330000245;TCRA - TC 315/REF TC-1;1000;;;;S;2000-00102630-00138631000171;PJ - COOP CAPÃO BONITO - CAPÃO BONITO/SP;MONT;1010;;AT-TC
330000246;MAQUINA DE LIMPEZA SCS 240/REF PL-1;1000;;;;S;2000-00101176-77198794000336;PJ - COAGRU - NOVA CANTU/PR;MONT;1010;;AT-ML
330000247;ELEVADOR AGRICOLA EA-4/REF E-1;1000;;;;S;2000-00102394-77863223009830;PJ - CVALE - TERRA BOA/PR;MONT;1010;;AT-EA
330000248;SILO ELEVADO 3015/REF SP-1;1000;;;;S;2000-00100068-60498706032431;PJ - CARGILL - RIACHAO DAS NEVES/BA;MONT;1010;;AT-SELV
330000249;SECADOR KHRONOS 12.000 CIR/REF SC-1;1000;;;;S;2000-00102176-77198794000336;PJ - COAGRU - NOVA CANTU/PR;MONT;1010;;AT-SC
330000250;SILO PLANO 3618/REF SP- 1;1000;;;;S;2000-00103104-77856995003560;PJ - I RIEDI - IBEMA/PR;MONT;1010;;AT-SL
330000251;SILO ELEVADO 1504/REF SEXIMP - 2;1000;;;;S;2000-00104104-00647631000288;PJ - RIZZARDI E WEBER - CARAZINHO/RS;MONT;1010;;AT-SELV
330000252;SILO PLANO 5415/REF SA- 1;1000;;;;S;2000-00300573-00033880271100;PF - JOSÉ NELSON STRAUB - SIDROLANDIA/MS;MONT;1010;;AT-SL
330000253;ELEVADOR AGRICOLA EA-3/REF - EL-1;1000;;;;S;2000-00102691-30508949000168;PJ - CC LAWRIE - ITABERA/SP;MONT;1010;;AT-EA
330000254;SILO PLANO 7222/REF SA- 1;1000;;;;S;;;LIDI;1010;;AT-SL
330000255;SILO PLANO 7222/REF SA- 1;1000;;;;S;2000-00301906-00085401447191;PJ - MAIKEL ZANINI - PALEGRE DO NORTE/MT;MONT;1010;;AT-SL
330000256;SILO PLANO 10820/REF SA- 7;1000;;;;S;2000-00300033-00001460030982;PF - MOYSES BOCCHI - SORRISO/MT;MONT;1010;;AT-SL
330000257;SECADOR ADS 100R/REF SEC-1;1000;;;;S;2000-00301155-00090501837000;PJ - FABIO COMPARSI - STO ANTº MISS./RS;MONT;1010;;AT-SC
330000258;SECADOR 80T/H - ANTIGO;1000;;;;S;2000-00100590-84046101047661;PJ - BUNGE - CANARANA/MT;MONT;1010;;AT-SC
330000259;SECADOR ADS 200/REF SEC-1;1000;;;;S;2000-00102058-77863223000107;PJ - CVALE PALOTINA/PR;MONT;1010;;AT-SC
330000260;MAQUINA DE LIMPEZA SCS 240/REF PL-1;1000;;;;S;2000-00103652-77863223010170;PJ - CVALE - QUINTA DO SOL/PR;MONT;1010;;AT-ML
330000261;SILO PLANO 6018/REF SA- 4;1000;;;;S;2000-00301258-00000819239020;PJ - ALBERTO TAGLIARI - PASSO FUNDO/RS;MONT;1010;;AT-SL
330000262;SILO PLANO 7221/REF SA- 1;1000;;;;S;2000-00103306-11636261000208;PJ - AGRO CAMPO REAL - QUERENCIA/MT;MONT;1010;;AT-SL
330000263;SILO PLANO 4815/REF SA- 1;1000;;;;S;2000-00301071-00075393182872;PJ - JURANDIR PROENÇA - VENTANIA/PR;MONT;1010;;AT-SL
330000264;SECADOR ADS 80R/REF SEC-1;1000;;;;S;2000-00101273-98244577002278;PJ - COMTUL - GUARANI DAS MISSÕES/RS;MONT;1010;;AT-SC
330000265;SILO PLANO 7222/REF SA- 1;1000;;;;S;2000-00103711-77856995003056;PJ - I RIEDI - PALOTINA/PR;MONT;1010;;AT-SL
330000266;SECADOR KHRONOS 9.000 /REF SC-1;1000;;;;S;2000-00102222-77863223005842;PJ - CVALE - ASSIS CHATEAUBRIAND/PR;MONT;1010;;AT-SC
330000267;SILO PLANO 5413/REF SA-1;1000;;;;S;2000-00301025-00067493734020;PF - MILTON VARALLO - ALEGRETE/RS;MONT;1010;;AT-SL
330000268;MAQUINA DE LIMPEZA 80/REF ML-1;1000;;;;S;2000-00300425-00027259463015;PJ - JOSE SCAPIN - CRUZ ALTA/RS;MONT;1010;;AT-ML
330000269;SILO ELEVADO 1504/REF SEXP - 1;1000;;;;S;2000-00300236-00016458729049;PF - DUILIO CEOLIN - TUPANCIRETÃ/RS;MONT;1010;;AT-SELV
330000270;GALERIA METÁLICA/REF GM-1;1000;;;;S;2000-00300320-00020666055149;PF - ANTONIO DAROLD - NOVA MUTUM/MT;MONT;1010;;AT-GM
330000271;MAQUINA DE LIMPEZA 120/REF PL-1;1000;;;;S;2000-00301071-00075393182872;PJ - JURANDIR PROENÇA - VENTANIA/PR;MONT;1010;;AT-ML
330000272;SECADOR ADS 125 R/REF SEC-1;1000;;;;S;2000-00101805-98338072000652;PJ - COOPERMIL - TUPARENDI/RS;MONT;1010;;AT-SC
330000273;SILO PLANO 4822/REF SA- 1;1000;;;;S;2000-00301501-00044177682004;PF - NILZO BERTOLDI - BAIANOPOLIS/BA;MONT;1010;;AT-SL
330000274;SECADOR ADS 100 R/REF SEC-1;1000;;;;S;2000-00101376-97320451006006;PJ - COTRISAL - PALMEIRA DAS MISSÕES/RS;MONT;1010;;AT-SC
330000275;CAPTAÇÃO DE PARTICULAS/REF CAP-1;1000;;;;S;2000-00102278-03346233000481;PJ - COLFERAI - CANDOI/PR;MONT;1010;;AT-SC
330000276;MAQUINA DE LIMPEZA 120/REF ML-1;1000;;;;S;2000-00101927-97078463000450;PJ - COOPATRIGO - STO ANTº MISSÕES/RS;MONT;1010;;AT-ML
330000277;SILO PLANO 6022/REF SA- 3;1000;;;;S;2000-00101894-02595222000391;PJ - DECIO CASSOL - INDEPENDÊNCIA/RS;MONT;1010;;AT-SL
330000278;SILO PLANO 6017/REF SA- 3;1000;;;;S;2000-00102284-05056082000100;PJ - RIO ELIAS - BOM SUCESSO DO SUL/PR;MONT;1010;;AT-SL
330000279;MAQUINA DE LIMPEZA PPLC 160/REF ML-1;1000;;;;S;2000-00300934-00057435227072;PF - HUGO HINZ - EUGÊNIO DE CASTRO/RS;MONT;1010;;AT-ML
330000280;CANALIZAÇÃO/REF - CN-1;1000;;;;S;2000-00102341-08220994000163;PJ - INFASA - STA TEREZA DO OESTE/PR;MONT;1010;;AT-CN
330000281;MAQUINA DE LIMPEZA ML - 60/REF ML_14;1000;;;;S;2000-00301720-00055242189053;PF - ALBERTO CERVI - STª BARB. DO SUL/RS;MONT;1010;;AT-ML
330000282;SILO ELEVADO 3015/REF SP - 1;1000;;;;S;2000-00102845-07811977000138;PJ - GIANSANTE - TAQUARITUBA/SP;MONT;1010;;AT-SL
330000283;TCRA 400 - REF TC-1;1000;;;;S;2000-00103658-77863223007381;PJ - CVALE - SANTA CARMEM/MT;MONT;1010;;AT-TC
330000284;SILO PLANO 9022/REF SA-1;1000;;;;S;2000-00103658-77863223007381;PJ - CVALE - SANTA CARMEM/MT;MONT;1010;;AT-SL
330000285;SECADOR ADS 80 R/REF SEC-1;1000;;;;S;2000-00300038-00001642944149;PF - ALDERCIO MARTINS - RIO VERDE/GO;MONT;1010;;AT-SC
330000286;SECADOR AERADOR/REF AER-1;1000;;;;S;2000-00300524-00031462251072;PF - JOSÉ BORTOLLI - TAPURAH/MT;MONT;1010;;AT-SC
330000287;CORREIA TRANPORTADORA 20/REF CTS-1;1000;;;;S;2000-00300620-00037035797904;PJ - SERGIO BEDIN - SORRISO/MT;MONT;1010;;AT-CT
330000288;CANALIZAÇÃO/REF - CAN-1;1000;;;;S;2000-00300363-00023483261168;PF - VILSON LUIZ GRAEBIN - SORRISO/MT;MONT;1010;;AT-CN
330000289;CORREIA TRANPORTADORA 24/REF CTGS-2;1000;;;;S;2000-00103261-08895796000361;PJ - BOM JESUS - NOVA MUTUM/MT;MONT;1010;;AT-CT
330000290;SECADOR KHRONOS 9.000 /REF SC-3;1000;;;;S;2000-00102049-77863223002665;PJ - CVALE - ASSIS CHATEAUBRIAND/PR;MONT;1010;;AT-SC
330000291;SECADOR - KHRONOS 9000/REF SC-1;1000;;;;S;2000-00103652-77863223010170;PJ - CVALE - QUINTA DO SOL/PR;MONT;1010;;AT-SC
330000292;SECADOR - KHRONOS 9000/REF S-1;1000;;;;S;2000-00103486-77863223013780;PJ - CVALE - TERRA ROXA/PR;MONT;1010;;AT-SC
330000293;SECADOR - KHRONOS 9000/REF SC-1;1000;;;;S;2000-00102083-77863223003203;PJ - CVALE - NOVA SANTA ROSA/PR;MONT;1010;;AT-SC
330000294;SECADOR ADS 100 R/REF SEC-1;1000;;;;S;2000-00101948-91385013000939;PJ - JOSE DINON - DR MAURICIO CARDOSO/RS;MONT;1010;;AT-SC
330000295;CORREIA TRANP. AMPLIADA 2/REF CT1 AM;1000;;;;S;2000-00300537-00032075480915;PF - GASTÃO LOYOLA - LAPA/PR;MONT;1010;;AT-CT
330000296;SILO PLANO 6020/REF SA- 2;1000;;;;S;2000-00101314-10956893000105;PJ - CIAGRO AGROPEC - ITAQUI/RS;MONT;1010;;AT-SL
330000297;SECADOR ADS 60 R/REF 1000;1000;;;;S;2000-00102119-97078463005681;PJ - COOPATRIGO - MATO QUEIMADO/RS;MONT;1010;;AT-SC
330000298;SILO PLANO 6022/REF SA-1;1000;;;;S;2000-00101707-07473750000120;PJ - BC CEREAIS - SÃO FRANCI DE ASSIS/RS;MONT;1010;;AT-SL
330000299;SECADOR 1400/REF PSC-1;1000;;;;S;2000-00103279-09621342000101;PJ - MOACIR WEBER - ROSARIO DO SUL/PR;MONT;1010;;AT-SC
330000300;SILO PLANO 4813/REF SA-1;1000;;;;S;2000-00300109-00010159207053;PF - ELVIDIO SCHWANCK - URUGUAIANA/RS;MONT;1010;;AT-SL
330000301;TCRA 200 - REF TC-1;1000;;;;S;2000-00400034-99999999999999;EX - SANTA ANA SAC - LAMBAYEQUE/PERU;MONT;1010;;AT-TC
330000302;ELEVADOR AGRICOLA EA-3/REF EL - 3;1000;;;;S;2000-00100095-89096457002522;PJ - SLC AGRICOLA - JABORANDI/BA;MONT;1010;;AT-EA
330000303;FORNALHA KW ADS 2009/REF FN SC-1;1000;;;;S;2000-00100095-89096457002522;PJ - SLC AGRICOLA - JABORANDI/BA;MONT;1010;;AT-FN
330000304;MAQUINA DE LIMPEZA SCS 240/REF PL-1;1000;;;;S;2000-00103486-77863223013780;PJ - CVALE - TERRA ROXA/PR;MONT;1010;;AT-ML
330000305;MAQUINA DE LIMPEZA SCS 240/REF ML-1;1000;;;;S;2000-00300707-00042360480944;PF - CIRLEI SMANIOTTO - SORRISO/MT;MONT;1010;;AT-ML
330000306;MAQUINA DE LIMPEZA SCS 240/REF PL-1;1000;;;;S;2000-00102179-77198794000760;PJ - COAGRU - UBIRATÃ/PR;MONT;1010;;AT-ML
330000307;MAQUINA DE LIMPEZA SCS 240/REF PL-1;1000;;;;S;2000-00100721-75904383003732;PJ - COAMO - ABELARDO LUZ/SC;MONT;1010;;AT-ML
330000308;MAQUINA DE LIMPEZA SCS 240/REF PL-1;1000;;;;S;2000-00103624-92644715000103;PJ - AGROSAM - SAPEZAL/MT;MONT;1010;;AT-ML
330000309;MAQUINA DE LIMPEZA SCS 240/REF PL-1;1000;;;;S;2000-00103261-08895796000361;PJ - BOM JESUS - NOVA MUTUM/MT;MONT;1010;;AT-ML
330000310;MAQUINA DE LIMPEZA SCS 240/REF PL-1;1000;;;;S;2000-00101973-79863569000211;PJ - COASUL - CHOPINZINHO/PR;MONT;1010;;AT-ML
330000311;MAQUINA DE LIMPEZA SCS 240/REF PL-1;1000;;;;S;2000-00102023-77890846002708;PJ - COOP AGRARIA - GUARAPUAVA/PR;MONT;1010;;AT-ML
330000312;MAQUINA DE LIMPEZA SCS 240/REF PL-1;1000;;;;S;2000-00101259-98338072004305;PJ -COOP MISTA SÃO LUIZ - GIRUÁ/RS;MONT;1010;;AT-ML
330000313;MAQUINA DE LIMPEZA SCS 240/REF PL-1;1000;;;;S;2000-00102088-76093731000190;PJ - COPACOL - CAFELANDIA/PR;MONT;1010;;AT-ML
330000314;MAQUINA DE LIMPEZA SCS 240/REF PL-1;1000;;;;S;2000-00103104-77856995003560;PJ - I RIEDI - IBEMA/PR;MONT;1010;;AT-ML
330000315;MAQUINA DE LIMPEZA SCS 240/REF PL-1;1000;;;;S;2000-00103217-07053693005008;PJ - NIDERA - SANTA CARMEM/MT;MONT;1010;;AT-ML
330000316;MAQUINA DE LIMPEZA SCS 240/REF ML-1;1000;;;;S;2000-00301637-00036275646187;PF - SERGIO SCHEVINSKI - SORRISO/MT;MONT;1010;;AT-ML
330000317;SILO PLANO 10519/REF SA-1;1000;;;;S;2000-00100624-00315457002210;PJ - AMAGGI - SÃO FELIX DO ARAGUAIA/MT;MONT;1010;;AT-SL
330000318;CORREIA TRANSPORTADORA CTI 60/REF TCG-36;1000;;;;S;2000-00102799-61145488000300;PJ - CIA AUXILIAR COPERSUCAR - SANTOS/SP;MONT;1010;;AT-CT
330000319;MAQUINA DE LIMPEZA SCS 240/REF ML-1;1000;;;;S;2000-00102181-00993264002803;PJ - INTEGRADA - UBIRATA/PR;MONT;1010;;AT-ML
330000320;SECADOR KOMPACT/REF SC-1;1000;;;;S;2000-00300996-00063601613034;PF - PAULO BASSO - JOIA/RS;MONT;1010;;AT-SC
330000321;SECADOR ADS 100 R/REF SEC-1;1000;;;;S;2000-00300941-00057875448034;PF - MARCOS ANT SOLDERA - TUPANCIRETÃ/RS;MONT;1010;;AT-SC
330000322;MAQUINA DE LIMPEZA SCS 240/REF ML-1;1000;;;;S;2000-00102176-77198794000336;PJ - COAGRU - NOVA CANTU/PR;MONT;1010;;AT-ML
330000323;SILO PLANO 6022/REF SA-1;1000;;;;S;2000-00102176-77198794000336;PJ - COAGRU - NOVA CANTU/PR;MONT;1010;;AT-SL
330000324;MAQUINA DE LIMPEZA SCS 240/REF ML-1;1000;;;;S;2000-00102756-50290329000960;PJ - GRANOL - OSVALDO CRUZ/SP;MONT;1010;;AT-ML
330000325;MAQUINA DE LIMPEZA SCS 240/REF ML-1;1000;;;;S;2000-00101178-50290329008430;PJ - GRANOL - PORTO NACIONAL TO;MONT;1010;;AT-ML
330000326;TRANSPORTADOR DE CORRENTE/REF TC-1;1000;;;;S;2000-00400231-00000000000000;EX - MOLINO SONORA - TOLIMA/COLOMBIA;MONT;1010;;AT-TC
330000327;SILO PLANO 36/REF SA-1;1000;;;;S;2000-00300299-00019744277068;PF - FREDOLINO PAULUS - ARROIO GRANDE/RS;MONT;1010;;AT-SL
330000328;SILO PLANO 4817/REF SA-1;1000;;;;S;2000-00300307-00020057229015;PF - RODOLFO DOELER - S. FRAN D ASSIS/RS;MONT;1010;;AT-SL
330000329;CANALIZAÇÃO/REF CN-1;1000;;;;S;2000-00301488-00032784490963;PF - HELIO BRUNETTA - POA DO NORTE/MT;MONT;1010;;AT-CN
330000330;SILO PLANO 7226/REF SA-1;1000;;;;S;2000-00300126-00010760091900;PF - JOÃO APOLONI - QUARTO CENTENARIO/PR;MONT;1010;;AT-SL
330000331;FORNALHA - ADS 80/REF FN-1;1000;;;;S;2000-00300001-00000041721080;PF - FELIPE VENDRUSCULO - S MIGUE MIS/RS;MONT;1010;;AT-FN
330000332;SILO 7222 PLANO/REF SA-3;1000;;;;S;2000-00101674-01917768000197;PJ - LUIZ MINOZZO - SANTIAGO/RS;MONT;1010;;AT-SL
330000333;SILO PLANO 4812/REF SA-1;1000;;;;S;2000-00300780-00046107894004;PF - FABIO SELI - Sº MIG. DAS MISSÕES/RS;MONT;1010;;AT-SL
330000334;SECADOR ADS 80R/REF SEC-1;1000;;;;S;2000-00101894-02595222000391;PJ - DECIO CASSOL - INDEPENDÊNCIA/RS;MONT;1010;;AT-SC
330000335;MAQUINA DE LIMPEZA SCS 170/REF;1000;;;;S;2000-00101894-02595222000391;PJ - DECIO CASSOL - INDEPENDÊNCIA/RS;MONT;1010;;AT-ML
330000336;CORREIA TRANSPORTADORA 16/REF CT-1;1000;;;;S;2000-00300784-00046237089004;PF - ELSO EVERLING - Sº MIG DAS MISS/RS;MONT;1010;;AT-CT
330000337;SECADOR - ADS 100/REF S-2;1000;;;;S;2000-00300623-00037121669900;PF - EDUARDO REINHOFER - RONCADOR/PR;MONT;1010;;AT-SC
330000338;SILO ELEVADO 2110/REF SP-2;1000;;;;S;2000-00400233-99999999999999;EX - MARCOS Y RAMIRO - DURAZNO/UY;MONT;1010;;AT-SELV
330000339;MAQUINA DE LIMPEZA ML 120/REF ML- 3;1000;;;;S;2000-00100019-87067187000129;PJ - DICKOW - AGUDO/RS;MONT;1010;;AT-ML
330000340;SILO PLANO 5414/REF SA-1;1000;;;;S;2000-00301024-00067489125049;PF - HENRIQUE DORNELLES - ALEGRETE/RS;MONT;1010;;AT-SL
330000341;SILO ELEVADO 1504/REF SEXP-1;1000;;;;S;2000-00301129-00086208365953;PF - EDUARDO COSTA CASSIANO - GOIOERE/PR;MONT;1010;;AT-SELV
330000342;SILO 7222 PLANO/REF SA-7;1000;;;;S;2000-00100680-88094701003527;PJ - COPATRIGO - CAMPO NOVO/RS;MONT;1010;;AT-SL
330000343;SECADOR KW 40/REF SEC-1;1000;;;;S;2000-00101892-98042120005468;PJ - COTRIMAIO - INDEPENDENCIA/RS;MONT;1010;;AT-SC
330000344;SECADOR KHRONOS 10.500/REF SC-1;1000;;;;S;2000-00101164-09077252000860;PJ - NOVA AGRI - PALMEIRANTE/TO;MONT;1010;;AT-SC
330000345;SECADOR - ADS 100/REF SC-1;1000;;;;S;2000-00102017-97320451006189;PJ - COTRISAL - SAGRADA FAMILIA/RS;MONT;1010;;AT-SC
330000346;SECADOR - ADS 150/REF SC-1;1000;;;;S;2000-00100180-47067525007625;PJ - LOUIS DREYFUS - JATAI/GO;MONT;1010;;AT-SC
330000347;SECADOR - ADS 100/REF SC-1;1000;;;;S;2000-00102011-97320451004216;PJ - COTRISAL - NOVO BARREIRO/RS;MONT;1010;;AT-SC
330000348;SILO 7222 PLANO/REF SA-101;1000;;;;S;2000-00100226-02709992000156;PJ - CRISTAL ALIM - APAR. DE GOIANIA/GO;MONT;1010;;AT-SL
330000349;SECADOR ADS 150R/REF SEC-2;1000;;;;S;2000-00101976-79863569001455;PJ - COASUL - FRANCISCO BELTRÃO/PR;MONT;1010;;AT-SC
330000350;SILO 7222 PLANO/REF SA-2;1000;;;;S;2000-00102909-04747794000293;PJ - MANTIQUEIRA - CAMPANHA/MG;MONT;1010;;AT-SL
330000351;SECADOR ADS 60A/REF SEC-1;1000;;;;S;2000-00300234-00016446160097;PF - SERIOBALDO FINGER - ITAQUI/RS;MONT;1010;;AT-SC
330000352;SILO PLANO 6014/REF SA-1;1000;;;;S;2000-00102176-77198794000336;PJ - COAGRU - NOVA CANTU/PR;MONT;1010;;AT-SL
330000353;CORREIA TRANSPORTADORA 24/REF CT-1;1000;;;;S;2000-00103293-10962697000720;PJ - AMAGGI E LD - FORMOSA DO R PRETO/BA;MONT;1010;;AT-CT
330000354;SILO PLANO 6014/REF SA-1;1000;;;;S;2000-00300539-00032088310649;PJ - JOÃO BAT. LINO - CAMPOS GERAIS/MG;MONT;1010;;AT-SL
330000355;SILO PLANO 4020/REF SA-1;1000;;;;S;2000-00102483-08589429000178;PJ - NUTRISANTOS - PARA DE MINAS/MG;MONT;1010;;AT-SL
330000356;MAQUINA DE LIMPEZA ML 120/REF PL-1;1000;;;;S;2000-00102483-08589429000178;PJ - NUTRISANTOS - PARA DE MINAS/MG;MONT;1010;;AT-ML
330000357;SILO PLANO 6022/REF SA-3;1000;;;;S;2000-00101737-91689513000107;PJ - S B RUBENICH - SÃO LUIZ GONZAGA/RS;MONT;1010;;AT-SL
330000358;SECADOR ADS 60 R/REF SC-1;1000;;;;S;2000-00301061-00072753048134;PJ - JORGE PIRES - BRASNORTE/MT;MONT;1010;;AT-SC
330000359;SILO PLANO 3015/REF SA-5;1000;;;;S;2000-00102630-00138631000171;PJ - COOP CAPÃO BONITO - CAPÃO BONITO/SP;MONT;1010;;AT-SL
330000360;ELEVADOR EA-4 HF/REF E-1;1000;;;;S;2000-00104068-07053693005784;PJ - NIDERA - CLAUDIA/MT;MONT;1010;;AT-EA
330000361;ELEVADOR EA-3 /REF EA-4A;1000;;;;S;2000-00101058-03902129001821;PJ - COPASUL - ITAQUIRAI/MS;MONT;1010;;AT-EA
330000362;SILO ELEVADO 2412/REF SP-1;1000;;;;S;2000-00301974-00077234081968;PF - JOSÉ LUSTOSA - GUARAPUAVA/PR;MONT;1010;;AT-SELV
330000363;MAQUINA DE LIMPEZA SCS 240/REF PL-1;1000;;;;S;2000-00103475-76093731005079;PJ - COPACOL - NOVA AURORA/PR;MONT;1010;;AT-ML
330000364;CORREIA TRANSPORTADORA 20/REF CT-2;1000;;;;S;2000-00300856-00051218151900;PJ - AMERICO TSUZUKI - QUINTA DO SOL/PR;MONT;1010;;AT-CT
330000365;MAQUINA DE LIMPEZA SCS 240/REF ML-1;1000;;;;S;2000-00103820-79863569002427;PJ - COASUL - RENASCENÇA/PR;MONT;1010;;AT-ML
330000366;MAQUINA DE LIMPEZA SCS 240/REF ML-1;1000;;;;S;2000-00102204-77863223004790;PJ - CVALE - FRANCISCO ALVES/PR;MONT;1010;;AT-ML
330000367;CORREIA TRANSPORTADORA 36/REF ETSV-605;1000;;;;S;2000-00103499-84046101037941;PJ - BUNGE - SANTOS/SP;MONT;1010;;AT-CT
330000368;SECADOR ADS 150R/REF SC-1;1000;;;;S;2000-00100746-00647631000288;PJ - RIZZARDI E WEBER - CARAZINHO/RS;MONT;1010;;AT-SC
330000369;SILO PLANO 4814/REF SP-1;1000;;;;S;2000-00101321-91022632003046;PJ - CAMNPAL - JULIO DE CASTILHOS/RS;MONT;1010;;AT-SL
330000370;SECADOR ADS 125DR/REF SC-1;1000;;;;S;2000-00300449-00028167708500;PF - LORIVAL GOERGEN - RIACH. D NEVES/BA;MONT;1010;;AT-SC
330000371;SILO PLANO 4812/REF SA-1;1000;;;;S;2000-00300298-00019738331153;PF - JOÃO PRADO - MINEIROS/GO;MONT;1010;;AT-SL
330000372;SECADOR - ADS 200/REF SC-1.1;1000;;;;S;2000-00100587-06315338002677;PJ - NOBLE - RONDONOPOLIS/MT;MONT;1010;;AT-SC
330000373;SECADOR - 2300 ARROZ/REF SC-1;1000;;;;S;2000-00101939-05754560000236;PJ - PLANTECNICA - CAPÃO DO LEÃO/RS;MONT;1010;;AT-SC
330000374;SECADOR ADS 40R/REF SC-1;1000;;;;S;2000-00301166-00092883648972;PF - ANA DALLAZEN - ABELARDO LUZ/SC;MONT;1010;;AT-SC
330000375;SILO PLANO 7222/REF SA-2;1000;;;;S;2000-00101321-91022632003046;PJ - CAMNPAL - JULIO DE CASTILHOS/RS;MONT;1010;;AT-SL
330000376;SECADOR ADS 60A/REF SC-1;1000;;;;S;2000-00300234-00016446160097;PF - SERIOBALDO FINGER - ITAQUI/RS;MONT;1010;;AT-SC
330000377;SECADOR KHRONOS 12.000/REF SC-1;1000;;;;S;2000-00103475-76093731005079;PJ - COPACOL - NOVA AURORA/PR;MONT;1010;;AT-SC
330000378;SILO PLANO 3612/REF SA-1;1000;;;;S;2000-00300140-00011827092904;PF - CERINO BONAMIGO - AMAMBAI/MS;MONT;1010;;AT-SL
330000379;ELEVADOR EA-3 /REF E-1;1000;;;;S;2000-00300939-00057762520910;PF - VILMAR SEIDEL - CORBÉLIA/PR;MONT;1010;;
330000380;TCRA 280/REF TC-1;1000;;;;S;2000-00101976-79863569001455;PJ - COASUL - FRANCISCO BELTRÃO/PR;MONT;1010;;AT-TC
330000381;SILO PLANO 6015/REF SA-5;1000;;;;S;2000-00300262-00018082041072;PF - ENIO ROLIM - CAMPO NOVO DO PAR/MT;MONT;1010;;AT-SL
330000382;MAQUINA DE LIMPEZA ML-60/REF ML-1;1000;;;;S;2000-00301154-00090475615972;PF - SALETE ORLANDO - ABELARDO LUZ/SC;MONT;1010;;AT-ML
330000383;ELEVADOR EA-4 HF/REF ME-1;1000;;;;S;2000-00300524-00031462251072;PF - JOSÉ BORTOLLI - TAPURAH/MT;MONT;1010;;AT-EA
330000384;TCRA 250/REF TC-5;1000;;;;S;2000-00102729-07926923000118;PJ - LUIZ BERGAMASCO - JERIQUARA/SP;MONT;1010;;AT-TC
330000385;ELEVADOR EA-3/REF E-5;1000;;;;S;2000-00100281-08647384000140;PJ - MIX CEREAIS - INHUMAS/GO;MONT;1010;;AT-EA
330000386;MAQUINA DE LIMPEZA SCS240/REF PL-1;1000;;;;S;2000-00300637-00037848402053;PF - SUSANA TRENEPOHL - DIV.TOCANTINS/TO;MONT;1010;;AT-ML
330000387;CANALIZAÇÃO/REF CN-1;1000;;;;S;2000-00301507-00008103038920;PF - DOUGLAS FONSECA - TIBAGI/PR;MONT;1010;;AT-CN
330000388;SECADOR ADS 100R/REF  SC-1;1000;;;;S;2000-00301507-00008103038920;PF - DOUGLAS FONSECA - TIBAGI/PR;MONT;1010;;AT-SC
330000389;SECADOR ADS 125R/REF ADS-1;1000;;;;S;2000-00100054-60498706025907;PJ - CARGILL - BARREIRAS/BA;MONT;1010;;AT-SC
330000390;SECADOR ADS 80R/REF SC-1;1000;;;;S;2000-00101990-97320451001209;PJ - COTRISAL - TRES PALMEIRAS/RS;MONT;1010;;AT-SC
330000391;SILO PLANO 6018/REF SA-4;1000;;;;S;2000-00301258-00000819239020;PJ - ALBERTO TAGLIARI - PASSO FUNDO/RS;MONT;1010;;AT-SL
330000392;MAQUINA DE LIMPEZA SCS240/REF PL-3;1000;;;;S;2000-00100491-05644974000121;PJ - BERTUOL FERTILIZANTES - SORRISO/MT;MONT;1010;;AT-ML
330000393;MAQUINA DE LIMPEZA SCS170/REF PL-1;1000;;;;S;2000-00100819-07182590000160;PJ - COPERCON - FRAIBURGO/SC;MONT;1010;;AT-ML
330000394;SILO PLANO 3618/REF SP-1;1000;;;;S;2000-00100819-07182590000160;PJ - COPERCON - FRAIBURGO/SC;MONT;1010;;AT-SL
