Equipamento;Denominação do objeto técnico;Centro planejamento;Código ABC;Campo de ordenação;Centro custo;Ctg.equipamento;Local de instalação;Denominação do loc.instalação;Status do sistema;Empresa;Centro de trabalho;Tipo objeto técnico
10000000;SECADOR - ADS 2300 CI CA/REF S-2;1000;;;;M;2000-00101182-26651646002095;PJ - CDA - LAGOA DA CONFUSÃO/TO;INAT MONT;1010;;AT-SC
10000001;teste;1000;;;;P;;;INAT LIDI;1010;;
10000002;"Linga de aço-6M-1/2""";1000;C;;PB2-81130;P;;;INAT LIDI;1010;;
10000003;"335-Linga de aço-6M-1/2""";1000;C;TAG335;PB2-81130;P;;;INAT LIDI;1010;;
10000004;"336-Linga de aço-6M-1/2""";1000;C;TAG336;PB2-81130;P;;;INAT LIDI;1010;;
10000005;"C39-Linga de aço-6M-1/2""";1000;C;TAG339;PB2-81130;P;;;INAT LIDI;1010;;
10000006;"340-Linga de aço-6M-1/2""";1000;C;TAG340;PB2-81130;P;;;INAT LIDI;1010;;
10000007;1294-Cinta de poliester plana 4M Amarela;1000;C;TAG1294;PB2-81130;P;;;INAT LIDI;1010;;
10000008;434-Linga de corr 2,33M c/ gancho encurt;1000;C;TAG434;PB2-81450;P;;;INAT LIDI;1010;;
10000009;439-Linga de corr 2,33M c/ gancho encurt;1000;C;TAG439;PB2-81450;M;;;INAT LIDI;1010;;
10000010;440-Linga de corrente 1,59M, 4 ramais;1000;C;TAG440;PB2-81410;P;;;INAT LIDI;1010;;
10000011;441-Linga de corr 4 ramais 1,5 e 1,8 M;1000;C;TAG441;PB2-81410;P;;;INAT LIDI;1010;;
10000012;444-Olhal;1000;C;TAG444;PB2-81410;P;;;INAT LIDI;1010;;
10000013;445-Linga de corr 1,33M  c/ gancho espec;1000;C;TAG445;PB2-81410;P;;;INAT LIDI;1010;;
10000014;446-Linga de corrente, 2 ramais, 2,4 M;1000;C;TAG446;PB2-81410;M;;;INAT LIDI;1010;;
10000015;447-Linga de corrente, 2 ramais, 2,4 M;1000;C;TAG447;PB2-81410;P;;;INAT LIDI;1010;;
10000016;455-Barra de carga;1000;C;TAG455;PB2-81410;P;;;INAT LIDI;1010;;
10000017;456-Linga de corrente 1,45M;1000;C;TAG456;PB2-81410;P;;;INAT LIDI;1010;;
10000018;458-Linga de corrente, 2 ramais, 1,3 M;1000;C;TAG458;PB2-81410;P;;;INAT LIDI;1010;;
10000019;459-Linga de corrente 1,45M;1000;C;TAG459;PB2-81410;P;;;INAT LIDI;1010;;
10000020;914-Linga de corrente 1,33M;1000;C;TAG914 - DESATIVADO SEM LAUDO;PB2-81410;M;;;INAT LIDI;1010;;
10000021;931-Travessão p/ PRO  2T - TECEC;1000;C;TAG931;PB2-81450;M;;;INAT LIDI;1010;;
10000022;938-Linga de corr Lr1-1,22M e Lr2-1,09M,;1000;C;TAG938;PB2-81410;M;;;INAT LIDI;1010;;
10000023;939-LINGA DE CORR Lr1-1,22M/Lr2-1,09M;1000;C;TAG939;PB2-81410;M;;;INAT LIDI;1010;;
10000024;970-Linga de corrente 1,45M;1000;C;TAG970;PB2-81450;M;;;INAT LIDI;1010;;
10000025;1261-Linga de corrente, 4M, 2 ramais;1000;C;TAG1261;PB2-81410;M;;;INAT LIDI;1010;;
10000026;1269-TRAVESSÃO C/ CORR E GANCHO ENCURT;1000;C;TAG1269;PB2-81450;P;;;LIDI;1010;;
10000027;"1285-Gancho especial 1"" cap.500Kg";1000;C;TAG1285;PB2-81410;P;;;INAT LIDI;1010;;
10000028;"1287-Gancho especial 1"" cap.500Kg";1000;C;TAG1287;PB2-81410;P;;;INAT LIDI;1010;;
10000029;1296-Olhal Giratório CG-K2;1000;C;TAG1296;PB2-81410;P;;;INAT LIDI;1010;;
10000030;1297-Olhal Giratório CG-K2;1000;C;TAG1297;PB2-81410;P;;;INAT LIDI;1010;;
10000031;355-Levantador magnético Maxx 500;1000;C;;PB2-82330;P;;;INAT LIDI;1010;;
10000032;356-Levantador magnético LM-100;1000;C;;PB2-82330;M;;;INAT LIDI;1010;;
10000033;357-LINGA DE CORRENTE;1000;C;;PB2-82330;P;;;INAT LIDI;1010;;
10000034;365-LEVANTADOR MAGNÉTICO MAXX 1000;1000;C;;PB2-82330;P;;;INAT LIDI;1010;;
10000035;366-LEVANTADOR MAGNÉTICO MAXX 500;1000;C;;PB2-82330;P;;;INAT LIDI;1010;;
10000036;367-LINGA DE CORRENTE 4 RAMAIS, 1,6M;1000;C;;PB2-82330;P;;;LIDI;1010;;
10000037;384-LINGA DE CINTA DE POLIESTER PLANA,2M;1000;C;;PB2-82330;P;;;INAT LIDI;1010;;
10000038;385-LINGA DE CINTA DE POLIESTER PLANA,2M;1000;C;;PB2-82330;P;;;INAT LIDI;1010;;
10000039;912-CINTA DE POLIESTER PLANA 4M AMARELA;1000;C;;PB2-82330;P;;;INAT LIDI;1010;;
10000040;374-CINTA DE POLIESTER PLANA 1M ROXA;1000;C;;PB2-81140;P;;;LIDI;1010;;
10000041;375-CINTA DE POLIESTER PLANA,1M ROXA;1000;C;;PB2-81140;P;;;LIDI;1010;;
10000042;390-LEVANTADOR MAGNÉTICO MAXX 500;1000;C;;PB2-81140;P;;;LIDI;1010;;
10000043;391-LEVANTADOR MAGNÉTICO MAXX 500;1000;C;;PB2-81140;M;;;LIDI;1010;;
10000044;394-LINGA DE CORRENTE 1M;1000;C;;PB2-81140;P;;;LIDI;1010;;
10000045;396-LINGA DE CORRENTE 1M;1000;C;;PB2-81140;P;;;LIDI;1010;;
10000046;402-GANCHO;1000;C;;;P;;;LIDI;1010;;
10000047;950-OLHAL GIRATÓRIO C/ PORCA M12 X 25;1000;C;;PB2-81140;P;;;LIDI;1010;;
10000048;951-OLHAL GIRATÓRIO C/ PORCA M12 X 25;1000;C;;PB2-81140;P;;;LIDI;1010;;
10000049;952-OLHAL GIRATÓRIO C/ PORCA M12 X 25;1000;C;;PB2-81140;P;;;LIDI;1010;;
10000050;346-LINGA DE CORRENTE 2 RAMAIS, 1,7M;1000;C;;PB2-81150;P;;;INAT LIDI;1010;;
10000051;350-DISPOSITIVO ESPECIAL PARA CALHAS;1000;C;;PB2-81150;P;;;INAT LIDI;1010;;
10000052;351-DISPOSITIVO ESPECIAL PARA CALHAS;1000;C;;PB2-81150;P;;;INAT LIDI;1010;;
10000053;353-LINGA DE CORR 2 RAMAIS C/ DISPO ESP;1000;C;;PB2-81150;P;;;INAT LIDI;1010;;
10000054;410-LINGA DE CORR 2X1,76M E 2X1,59M 4RAM;1000;C;;PB2-81150;P;;;INAT LIDI;1010;;
10000055;411-LINGA DE CORRENTE 0,82M 2 RAMAIS;1000;C;;PB2-81150;M;;;INAT LIDI;1010;;
10000056;414-LINGA DE CORR 1,33MC/GANCHOS ESP;1000;C;;PB2-81150;P;;;INAT LIDI;1010;;
10000057;415-LINGA DE CORRENTE 2 RAMAIS;1000;C;;PB2-81150;P;;;INAT LIDI;1010;;
10000058;422-LINGA DE CORR 0,84M C/GANCHO ESP;1000;C;;PB2-81340;P;;;INAT LIDI;1010;;
10000059;423-LINGA DE CORR 0,84M C/GANCHO ESP;1000;C;;PB2-81640;P;;;INAT LIDI;1010;;
10000060;432-OLHAL;1000;C;;PB2-81150;P;;;INAT LIDI;1010;;
10000061;433-OLHAL;1000;C;;PB2-81150;P;;;INAT LIDI;1010;;
10000062;454-LINGA DE CORRENTE, 2 RAMAIS, 2,5 M;1000;C;;PB2-81150;P;;;INAT LIDI;1010;;
10000063;965-LINGA DE CORRENTE 1,69M;1000;C;;PB2-81630;P;;;LIDI;1010;;
10000064;CABO DE AÇO 1/2 X 6M;1000;C;;PB2-82620;P;;;INAT LIDI;1010;;
10000065;CABO DE AÇO 1/2 X 6M;1000;C;;PB2-82620;P;;;INAT LIDI;1010;;
10000066;CABO DE AÇO 1/2 X 6M;1000;C;;PB2-82620;P;;;INAT LIDI;1010;;
10000067;CABO DE AÇO 1/2 X 6M;1000;C;;PB2-82620;P;;;INAT LIDI;1010;;
10000068;CABO DE AÇO 1/2 X 6M;1000;C;;PB2-82620;P;;;INAT LIDI;1010;;
10000069;CABO DE AÇO 1/2 X 6M;1000;C;;PB2-82620;P;;;INAT LIDI;1010;;
10000070;CORRENTE 1,3M 120KG;1000;C;;PB2-81410;P;;;INAT LIDI;1010;;
10000071;CABO DE AÇO 1/2 X 6M;1000;C;;PB2-82620;P;;;INAT LIDI;1010;;
10000072;CABO DE AÇO 1/2 X 6M;1000;C;;PB2-82620;P;;;INAT LIDI;1010;;
10000073;CABO DE AÇO 1/2 X 6M;1000;C;;PB2-82620;P;;;INAT LIDI;1010;;
10000074;CABO DE AÇO 1/2 X 6M;1000;C;;PB2-82620;P;;;INAT LIDI;1010;;
10000075;CABO DE AÇO 1/2 X 6M;1000;C;;PB2-82620;P;;;INAT LIDI;1010;;
10000076;CABO DE AÇO 1/2 X 6M;1000;C;;PB2-82620;P;;;INAT LIDI;1010;;
10000077;CABO DE AÇO 1/2 X 6M;1000;C;;PB2-82620;P;;;INAT LIDI;1010;;
10000078;CABO DE AÇO 1/2 X 6M;1000;C;;PB2-82620;P;;;INAT LIDI;1010;;
10000079;CABO DE AÇO 1/2 X 6M;1000;C;;PB2-82620;P;;;INAT LIDI;1010;;
10000080;CABO DE AÇO 1/2 X 6M;1000;C;;PB2-82620;P;;;INAT LIDI;1010;;
10000081;CABO DE AÇO 7/8X3,5M;1000;C;;PB2-82620;P;;;INAT LIDI;1010;;
10000082;CABO DE AÇO 7/8X3,5M;1000;C;;PB2-82620;M;;;INAT LIDI;1010;;
10000083;LINGA DE CORRENTE;1000;C;;PB2-81150;P;;;INAT LIDI;1010;;
10000084;LINGA DE CORRENTE;1000;C;;PB2-81150;P;;;INAT LIDI;1010;;
10000085;DISPOSITIVO DE MOVIMENTAÇÃO CALHAS TELB;1000;C;;PB2-81340;P;;;LIDI;1010;;
10000086;GARRAS P/ IÇAMENTO E TRANSP. HORIZONTAL;1000;C;;PB2-81110;P;;;INAT LIDI;1010;;
10000087;GARRAS P/ IÇAMENTO E TRANSP. HORIZONTAL;1000;C;;PB2-81110;P;;;INAT LIDI;1010;;
10000088;GARRAS P/ IÇAMENTO E TRANSP. HORIZONTAL;1000;C;;PB2-81110;P;;;INAT LIDI;1010;;
10000089;GARRAS P/ IÇAMENTO E TRANSP. HORIZONTAL;1000;C;;PB2-81110;P;;;INAT LIDI;1010;;
10000090;LINGA DE CORRENTE G80 6IIA-P-V06 1000MM;1000;C;;PB2-81170;P;;;INAT LIDI;1010;;
10000091;LINGA DE CORRENTE G80 6IIA-P-V06 1000MM;1000;C;;PB2-81650;P;;;LIDI;1010;;
10000092;LEVANTADOR MAGNÉTICO PERMANETE;1000;C;;PB2-81110;P;;;INAT LIDI;1010;;
10000093;406-LINGA DE CORRENTE 1,3M  2 RAMAIS;1000;C;;PB2-82120;P;;;INAT LIDI;1010;;
10000094;407-LINGA DE CORRENTE 1,3M  2 RAMAIS;1000;C;;PB2-81150;M;;;INAT LIDI;1010;;
10000095;408-LINGA DE CORRENTE 2 RAMAIS;1000;C;;PB2-82120;P;;;INAT LIDI;1010;;
10000096;409-LINGA DE CORRENTE 2 RAMAIS;1000;C;;PB2-82120;P;;;INAT LIDI;1010;;
10000097;721-LINGA DE CORRENTE 1,5M;1000;C;;PB2-81170;P;;;INAT LIDI;1010;;
10000098;1264-LINGA DE CORRENTE 1,5M;1000;C;;PB2-81650;P;;;INAT LIDI;1010;;
10000099;1265-LINGA DE CORRENTE 1,5M;1000;C;;PB2-81170;P;;;INAT LIDI;1010;;
10000100;1266-LINGA DE CINTA 1M  ROXA;1000;C;;PB2-81170;P;;;INAT LIDI;1010;;
10000101;979-LINGA DE CORRENTE 1,5M;1000;C;;PB2-81150;P;;;INAT LIDI;1010;;
10000102;980-LEVANTADOR MAGNÉTICO PML-6;1000;C;;PB2-81150;P;;;INAT LIDI;1010;;
10000103;"1279-LINGA DE AÇO - 6M - 1/2""";1000;C;;PB2-82620;P;;;INAT LIDI;1010;;
10000104;"1282-LINGA DE AÇO - 6M - 1/2""";1000;C;;PB2-82620;P;;;INAT LIDI;1010;;
10000105;334-CINTA DE POLIESTER PLANA 2M VERDE;1000;C;;PB2-82640;P;;;INAT LIDI;1010;;
10000106;343-LINGA DE CORRENTE 2 RAMAIS;1000;C;;PB2-82640;P;;;INAT LIDI;1010;;
10000107;344-LINGA DE CORRENTE 2 RAMAIS;1000;C;;PB2-81170;P;;;INAT LIDI;1010;;
10000108;426-LINGA DE AÇO 5 M 1/2'';1000;C;;PB2-81120;P;;;INAT LIDI;1010;;
10000109;427-LINGA DE AÇO 5 M 1/2'';1000;C;;PB2-81120;P;;;INAT LIDI;1010;;
10000110;428-LINGA DE AÇO 5 M 1/2'';1000;C;;PB2-81120;P;;;INAT LIDI;1010;;
10000111;429-LINGA DE AÇO 5 M 1/2'';1000;C;;PB2-81120;M;;;INAT LIDI;1010;;
10000112;913-BARRA DE CARGA 1,6T - TECEC;1000;C;;PB2-81240;P;;;INAT LIDI;1010;;
10000113;936-LINGA DE CORRENTE, 6,4M;1000;C;;PB2-81240;P;;;LIDI;1010;;
10000114;937-LINGA DE CORRENTE, 6,4M;1000;C;;PB2-81240;P;;;INAT LIDI;1010;;
10000115;934-LINGA DE CORRENTE, 6,4M;1000;C;;PB2-81230;P;;;LIDI;1010;;
10000116;935-LINGA DE CORRENTE, 6,4M;1000;C;DESATIVADO SEM LAUDO;PB2-81230;P;;;INAT LIDI;1010;;
10000117;"948-LINGA DE AÇO - 8M - 1/2""";1000;C;;PB2-81230;P;;;INAT LIDI;1010;;
10000118;"949-LINGA DE AÇO - 8M - 1/2""";1000;C;;PB2-81230;P;;;INAT LIDI;1010;;
10000119;75-LINGA DE CORRENTE;1000;C;;PB2-81150;P;;;INAT LIDI;1010;;
10000120;650-DISPOSITIVO PARA IÇAR POLIAS;1000;C;;PB2-81120;P;;;INAT LIDI;1010;;
10000121;Linga de corrente 1,10M 1ramal;1000;C;;PB2-81140;P;;;INAT LIDI;1010;;
10000122;461-LINGA DE CORRENTE 1,85M;1000;C;;PB2-81410;P;;;INAT LIDI;1010;;
10000123;462-LINGA DE CORRENTE 2,33M C/ GANCHO;1000;C;;PB2-81550;P;;;INAT LIDI;1010;;
10000124;463-LINGA DE CORRENTE 1,69M;1000;C;;PB2-81410;P;;;INAT LIDI;1010;;
10000125;464-LINGA DE CORRENTE 1,67M;1000;C;;PB2-81450;P;;;LIDI;1010;;
10000126;465-LINGA DE CORRENTE 1,79M;1000;C;DESATIVADO SEM LAUDO DESCARTE;PB2-81410;P;;;INAT LIDI;1010;;
10000127;476-LINGA DE CORRENTE 1,3M;1000;C;;PB2-81410;P;;;INAT LIDI;1010;;
10000128;477-LINGA DE CORRENTE 2 RAMAIS 1,3 M;1000;C;;PB2-81410;P;;;INAT LIDI;1010;;
10000129;478-LEVANTADOR MAGNÉTICO LTR-500;1000;C;;PB2-81410;P;;;INAT LIDI;1010;;
10000130;479-LEVANTADOR MAGNÉTICO LTR-500;1000;C;;PB2-81450;P;;;LIDI;1010;;
10000131;484-LEVANTADOR MAGNÉTICO PML-6;1000;C;DESATIVADO SEM LAUDO DESCARTE;PB2-81410;P;;;INAT LIDI;1010;;
10000132;485-LINGA DE CORR 2X1,76M E 2X1,59M 4RAM;1000;C;;PB2-81410;P;;;INAT LIDI;1010;;
10000133;486-LINGA DE CORRENTE 2,33M 4 RAMAIS;1000;C;;PB2-81450;P;;;LIDI;1010;;
10000134;487-DISPOSITIVO ESPECIAL;1000;C;DESATIVADO SEM LAUDO DESCARTE;PB2-81410;P;;;INAT LIDI;1010;;
10000135;488-DISPOSITIVO ESPECIAL;1000;C;DESATIVADO SEM LAUDO DESCARTE;PB2-81410;P;;;INAT LIDI;1010;;
10000136;olhal;1000;C;DESATIVADO SEM LAUDO DESCARTE;PB2-81410;P;;;INAT LIDI;1010;;
10000137;490-DISPOSITIVO ESPECIAL;1000;C;DESATIVADO SEM LAUDO DESCARTE;PB2-81410;P;;;INAT LIDI;1010;;
10000138;491-DISPOSITIVO ESPECIAL;1000;C;;PB2-81410;P;;;INAT LIDI;1010;;
10000139;492-DISPOSITIVO ESPECIAL;1000;C;DESATIVADO SEM LAUDO DESCARTE;PB2-81410;P;;;INAT LIDI;1010;;
10000140;493-DISPOSITIVO ESPECIAL;1000;C;DESATIVADO SEM LAUDO DESCARTE;PB2-81410;P;;;INAT LIDI;1010;;
10000141;494-DISPOSITIVO ESPECIAL;1000;C;DESATIVADO SEM LAUDO DESCARTE;PB2-81410;P;;;INAT LIDI;1010;;
10000142;495-LINGA DE CORRENTE 1,69M;1000;C;;PB2-81450;P;;;INAT LIDI;1010;;
10000143;501-LINGA DE CORRENTE 2,3M 2 RAMAIS;1000;C;;PB2-81450;P;;;INAT LIDI;1010;;
10000144;502-LINGA DE CORRENTE 1,78M 2 RAMAIS;1000;C;;PB2-81410;P;;;INAT LIDI;1010;;
10000145;525-LINGA DE CORRENTE 1,2M 2 RAMAIS;1000;C;;PB2-81410;P;;;INAT LIDI;1010;;
10000146;526-LINGA DE CORRENTE 1,2M 2 RAMAIS;1000;C;;PB2-81450;P;;;INAT LIDI;1010;;
10000147;541-LINGA DE CORRENTE 2 RAMAIS 1,3 M;1000;C;;PB2-81450;P;;;LIDI;1010;;
10000148;1048-LINGA DE CORR 1,33M C/ GANCHO ESP;1000;C;DESATIVADO SEM LAUDO DESCARTE;PB2-81410;P;;;INAT LIDI;1010;;
10000149;1053-DISPOSITIVO PARA MOVIMENTAR CALHAS;1000;C;;PB2-81450;P;;;LIDI;1010;;
10000150;1058LINGA DE CORRENTE 1,48M 2 RAMAIS;1000;C;;PB2-81450;P;;;INAT LIDI;1010;;
10000151;1059-LINGA DE CORRENTE 1,48M 2 RAMAIS;1000;C;;PB2-81450;P;;;LIDI;1010;;
10000152;1068-LINGA DE CORRENTE 1,28M 2 RAMAIS;1000;C;;PB2-81450;P;;;INAT LIDI;1010;;
10000153;CINTA POLIESTER VERDE 4M 2T VERTICAL;1000;C;;PB2-81130;P;;;INAT LIDI;1010;;
10000154;506-LINGA DE CORRENTE 1,69M 2 RAMAIS;1000;C;;PB2-81150;P;;;INAT LIDI;1010;;
10000155;507-LINGA DE CORR 1,33M C/ GANCHOS E;1000;C;;PB2-81150;P;;;INAT LIDI;1010;;
10000156;508-PEGA CHAPA;1000;C;;PB2-81150;P;;;INAT LIDI;1010;;
10000157;509-PEGA CHAPA;1000;C;;PB2-81150;P;;;INAT LIDI;1010;;
10000158;510-LINGA DE CORRENTE 1,7M C/ GANCHO EN;1000;C;;PB2-81150;P;;;INAT LIDI;1010;;
10000159;511-LINGA DE CORRENTE 4 RAMAIS 1,6M;1000;C;;PB2-81150;P;;;INAT LIDI;1010;;
10000160;512-LINGA DE CORR 2,77M C/ GANCHO;1000;C;;PB2-81150;P;;;LIDI;1010;;
10000161;515-GARRA PEGA CHAPAS;1000;C;;PB2-81150;P;;;INAT LIDI;1010;;
10000162;516-GARRA PEGA CHAPAS;1000;C;;PB2-81150;P;;;INAT LIDI;1010;;
10000163;518-LINGA DE CORRENTE 2,33M C/ GANCHO;1000;C;;PB2-81150;P;;;INAT LIDI;1010;;
10000164;528-DISPOSITIVO MOVIMENTAÇÃO CALHAS TELB;1000;C;;PB2-81340;P;;;INAT LIDI;1010;;
10000165;529-PEGA CHAPA;1000;C;;PB2-81150;P;;;INAT LIDI;1010;;
10000166;531-LEVANTADOR MAGNÉTICO LTR-500;1000;C;;PB2-81150;P;;;INAT LIDI;1010;;
10000167;546-PEGA CHAPA;1000;C;;PB2-81150;P;;;INAT LIDI;1010;;
10000168;550-GARRA PEGA CHAPAS;1000;C;;PB2-81340;P;;;INAT LIDI;1010;;
10000169;551-GARRA PEGA CHAPAS;1000;C;;PB2-81150;P;;;INAT LIDI;1010;;
10000170;1091-OLHAL GIRATÓRIO M12 - 25MM;1000;C;;PB2-81150;P;;;INAT LIDI;1010;;
10000171;1092-OLHAL GIRATÓRIO M12 - 25MM;1000;C;;PB2-81150;P;;;INAT LIDI;1010;;
10000172;534-BARRA DE CARGA 2T - BLOTTI;1000;C;;PB2-82620;P;;;LIDI;1010;;
10000173;543-BARRA DE CARGA TGBF-0506-T;1000;C;;PB2-82620;P;;;LIDI;1010;;
10000174;544-MANILHA CURVA PARAF E PORCA 30T-WLL;1000;C;;PB2-82620;P;;;INAT LIDI;1010;;
10000175;545-LINGA DE CORRENTE 2 RAMAIS 1,3 M;1000;C;;PB2-82620;P;;;LIDI;1010;;
10000176;554-GANCHO TIPO C;1000;C;;PB2-82620;P;;;INAT LIDI;1010;;
10000177;555-MANILHA CURVA 35T;1000;C;;PB2-82620;P;;;LIDI;1010;;
10000178;"983-LINGA DE AÇO - 6M - 1/2""";1000;C;;PB2-82620;P;;;INAT LIDI;1010;;
10000179;"984-LINGA DE AÇO - 6M - 1/2""";1000;C;;PB2-82620;P;;;INAT LIDI;1010;;
10000180;1056-CINTA DE ELEVAÇÃO C/ REVESTIMENTO D;1000;C;;PB2-82620;P;;;INAT LIDI;1010;;
10000181;1057-CINTA DE ELEVAÇÃO C/ REVESTIMENTO D;1000;C;;PB2-82620;P;;;INAT LIDI;1010;;
10000182;"1318-LINGA DE AÇO - 6M - 1/2""";1000;C;;PB2-82620;P;;;INAT LIDI;1010;;
10000183;"1328-LINGA DE AÇO - 6M - 1/2""";1000;C;;PB2-82620;P;;;INAT LIDI;1010;;
10000184;"1331-LINGA DE AÇO - 6M - 1/2""";1000;C;;PB2-82620;P;;;INAT LIDI;1010;;
10000185;"1339-LINGA DE AÇO - 6M - 1/2""";1000;C;;PB2-82620;P;;;INAT LIDI;1010;;
10000186;"1340-LINGA DE AÇO - 6M - 1/2""";1000;C;;PB2-82620;P;;;INAT LIDI;1010;;
10000187;"1341-LINGA DE AÇO - 6M - 1/2""";1000;C;;PB2-82620;P;;;INAT LIDI;1010;;
10000188;"1343-LINGA DE AÇO - 6M - 1/2""";1000;C;;PB2-82620;P;;;INAT LIDI;1010;;
10000189;"1344-LINGA DE AÇO - 6M - 1/2""";1000;C;;PB2-82620;P;;;INAT LIDI;1010;;
10000190;"1347-LINGA DE AÇO - 6M - 1/2""";1000;C;;PB2-82620;P;;;INAT LIDI;1010;;
10000191;"1351-LINGA DE AÇO - 6M - 1/2""";1000;C;;PB2-82620;P;;;INAT LIDI;1010;;
10000192;CINTA POLIESTER VERDE 4M 2T VERTICAL;1000;C;;PB2-82620;P;;;INAT LIDI;1010;;
10000193;715- LINGA DE  CORRENTE 1,5M;1000;C;;PB2-81150;P;;;LIDI;1010;;
10000194;CABO DE AÇO;1000;C;;PB2-82620;P;;;INAT LIDI;1010;;
10000195;CABO DE AÇO;1000;C;;PB2-82620;P;;;INAT LIDI;1010;;
10000196;CABO DE AÇO;1000;C;;PB2-82620;P;;;INAT LIDI;1010;;
10000197;CABO DE AÇO;1000;C;;PB2-82620;P;;;INAT LIDI;1010;;
10000198;CABO DE AÇO;1000;C;;PB2-82620;P;;;INAT LIDI;1010;;
10000199;CABO DE AÇO;1000;C;;PB2-82620;P;;;INAT LIDI;1010;;
10000200;CABO DE AÇO;1000;C;;PB2-82620;P;;;INAT LIDI;1010;;
10000201;CABO DE AÇO;1000;C;;PB2-82620;P;;;INAT LIDI;1010;;
10000202;CABO DE AÇO;1000;C;;PB2-82620;P;;;INAT LIDI;1010;;
10000203;CABO DE AÇO;1000;C;;PB2-82620;P;;;INAT LIDI;1010;;
10000204;542-BARRA DE CARGA 5T BLOTTI;1000;C;;PB2-81190;P;;;LIDI;1010;;
10000205;559-PEGA CHAPA;1000;C;;PB2-81130;P;;;INAT LIDI;1010;;
10000206;996-LINGA DE CORR 3,27M C/ ENCURT DE COR;1000;C;DESATIVADO SEM LAUDO;PB2-81190;P;;;LIDI;1010;;
10000207;1047-LINGA DE CORRENTE 1,68M;1000;C;;PB2-81130;P;;;INAT LIDI;1010;;
10000208;1049-CINTA DE ELEVAÇÃO C/ REVESTIMENTO D;1000;C;;PB2-81130;P;;;INAT LIDI;1010;;
10000209;1050-CINTA DE ELEVAÇÃO C/ REVESTIMENTO D;1000;C;;PB2-81130;P;;;INAT LIDI;1010;;
10000210;1051-CINTA DE ELEVAÇÃO C/ REVESTIMENTO D;1000;C;;PB2-81130;P;;;INAT LIDI;1010;;
10000211;1052-CINTA DE ELEVAÇÃO C/ REVESTIMENTO D;1000;C;;PB2-81130;P;;;INAT LIDI;1010;;
10000212;"1065-LINGA DE AÇO - 6M - 1/2""";1000;C;;PB2-81130;P;;;INAT LIDI;1010;;
10000213;"1082-LINGA DE AÇO - 6M - 1/2""";1000;C;;PB2-81130;P;;;INAT LIDI;1010;;
10000214;1093-ELO DE SUSPENSÃO KWB-A2018-2220;1000;C;;PB2-82620;P;;;INAT LIDI;1010;;
10000215;1094-ELO DE SUSPENSÃO KWB-A2018-2220;1000;C;;PB2-82620;P;;;INAT LIDI;1010;;
10000216;1095-MANILHA CURVA PARAF E PORCA 17T;1000;C;;CG1-82130;P;;;INAT LIDI;1010;;
10000217;1011-LINGA DE CINTA 1M ROXA;1000;C;;PB2-81140;P;;;INAT LIDI;1010;;
10000218;1012-LINGA DE CINTA 1M ROXA;1000;C;;PB2-81140;P;;;INAT LIDI;1010;;
10000219;CINTA POLIESTER VERDE 4M 2T VERTICAL;1000;C;;PB2-81140;P;;;INAT LIDI;1010;;
10000220;CINTA POLIESTER VERDE 4M 2T VERTICAL;1000;C;;PB2-81140;P;;;INAT LIDI;1010;;
10000221;1015-CINTA DE POLIESTER PLANA 2,5M AMA;1000;C;;PB2-81140;P;;;INAT LIDI;1010;;
10000222;1016-CINTA DE POLIESTER PLANA 2,5M AMA;1000;C;;PB2-81140;P;;;INAT LIDI;1010;;
10000223;1043-OLHAL GIRATÓRIO M16 - 24MM;1000;C;;PB2-81140;P;;;INAT LIDI;1010;;
10000224;1044-OLHAL GIRATÓRIO M16 - 24MM;1000;C;;PB2-81140;P;;;INAT LIDI;1010;;
10000225;CINTA POLIESTER VERDE 4M 2T VERTICAL;1000;C;;PB2-82620;P;;;INAT LIDI;1010;;
10000226;CINTA POLIESTER VERDE 4M 2T VERTICAL;1000;C;;PB2-82620;P;;;INAT LIDI;1010;;
10000227;CINTA POLIESTER VERDE 4M 2T VERTICAL;1000;C;;PB2-82620;P;;;INAT LIDI;1010;;
10000228;CABO DE AÇO 3/8 X 4M;1000;C;;PB2-81130;P;;;INAT LIDI;1010;;
10000229;CABO DE AÇO 3/8 X 4M;1000;C;;PB2-81130;P;;;INAT LIDI;1010;;
10000230;556-VIGA DE CARGA TVCR 1560;1000;C;;PB2-82620;P;;;LIDI;1010;;
10000231;CINTA POLIESTER VERDE 4M 2T VERTICAL;1000;C;;PB2-82120;P;;;INAT LIDI;1010;;
10000232;CINTA POLIESTER VERDE 4M 2T VERTICAL;1000;C;;PB2-82330;P;;;INAT LIDI;1010;;
10000233;CINTA POLIESTER VERDE 4M 2T VERTICAL;1000;C;;PB2-82330;M;;;INAT LIDI;1010;;
10000234;1055-LINGA DE CORRENTE 1,48M;1000;C;;PB2-81550;P;;;INAT LIDI;1010;;
10000235;1078-CINTA TUBULAR 1,5M LARANJA;1000;C;;PB2-82130;P;;;INAT LIDI;1010;;
10000236;1079-CINTA TUBULAR 2M LARANJA;1000;C;;PB2-82130;P;;;INAT LIDI;1010;;
10000237;1080-CINTA TUBULAR 2,3M LARANJA;1000;C;;PB2-82130;P;;;INAT LIDI;1010;;
10000238;"1327-LINGA DE AÇO  6M - 3/8""";1000;C;;PB2-81150;P;;;INAT LIDI;1010;;
10000239;CABO DE AÇO;1000;C;;PB2-81150;P;;;INAT LIDI;1010;;
